A,1
Ability,4
Abroad,2
Abuse,2
Access,2
Accident,3
Account,2
Act,1
Action,2
Active,2
Activity,4
Actor,2
Ad,1
Addition,3
Address,2
Administration,5
Adult,2
Advance,2
Advantage,3
Advertising,4
Advice,2
Affair,2
Affect,2
Afternoon,3
Age,1
Agency,3
Agent,2
Agreement,3
Air,1
Airline,2
Airport,2
Alarm,2
Alcohol,3
Alternative,4
Ambition,3
Amount,2
Analysis,4
Analyst,3
Anger,2
Angle,2
Animal,3
Annual,2
Answer,2
Anxiety,3
Anybody,4
Anything,3
Anywhere,3
Apartment,3
Appeal,2
Appearance,3
Apple,2
Application,4
Appointment,3
Area,2
Argument,3
Arm,1
Army,2
Arrival,3
Art,1
Article,3
Aside,2
Ask,1
Aspect,2
Assignment,3
Assist,2
Assistance,3
Assistant,3
Associate,3
Association,4
Assumption,3
Atmosphere,3
Attack,2
Attempt,2
Attention,3
Attitude,3
Audience,2
Author,2
Average,3
Award,2
Awareness,4
Baby,2
Back,1
Background,2
Bad,1
Bag,1
Bake,1
Balance,2
Ball,1
Band,1
Bank,1
Bar,1
Base,1
Baseball,3
Basis,2
Basket,2
Bat,1
Bath,1
Bathroom,2
Battle,2
Beach,1
Bear,1
Beat,1
Beautiful,3
Bed,0
Bedroom,2
Beer,1
Beginning,3
Being,1
Bell,1
Belt,1
Bench,1
Bend,1
Benefit,3
Bet,1
Beyond,1
Bicycle,3
Bid,1
Big,1
Bike,1
Bill,1
Bird,1
Birth,1
Birthday,2
Bit,1
Bite,1
Bitter,2
Black,1
Blame,1
Blank,1
Blind,1
Block,1
Blood,1
Blow,1
Blue,0
Board,1
Boat,1
Body,2
Bone,1
Bonus,2
Book,1
Boot,1
Border,2
Boss,1
Bother,2
Bottle,2
Bottom,2
Bowl,1
Box,1
Boy,1
Boyfriend,2
Brain,1
Branch,1
Brave,1
Bread,1
Break,1
Breakfast,2
Breast,1
Breath,1
Brick,1
Bridge,1
Brief,1
Brilliant,2
Broad,1
Brother,2
Brown,1
